id;genres;keywords;original_title;runtime;vote_average;vote_count;director
6963;Comedy Drama;new york chicago midlife crisis television daughter;The Weather Man;101.0;6.0;289;Gore Verbinski
15070;Action Adventure Drama Thriller;sport;Undisputed;96.0;6.1;139;Walter Hill
12797;Comedy Fantasy Romance;dying and death misanthrope lecture cardiopulmonery resuscitation;Ghost Town;102.0;6.4;286;David Koepp
17134;Action Adventure Drama Thriller;police cops cat and mouse family revenge drama;12 Rounds;108.0;5.7;220;Renny Harlin
41402;Drama Horror Mystery;vampire child vampire remake bully young boy;Let Me In;116.0;6.7;641;Matt Reeves
18885;Adventure Action Comedy Family;underdog hero friendship treasure hunt friends;3 Ninjas Kick Back;93.0;4.5;48;Charles T. Kanganis
4953;Drama Comedy;camcorder videoband delusion nuclear power plant video store;Be Kind Rewind;102.0;6.2;424;Michel Gondry
10773;Comedy Drama;world war ii widow musical theatre milieu nacktrevue;Mrs Henderson Presents;103.0;6.4;62;Stephen Frears
146198;Action Thriller;heist betrayal dirty cop;Triple 9;115.0;5.6;797;John Hillcoat
2639;Comedy Drama;new york writer's block insanity independent film author;Deconstructing Harry;96.0;7.3;187;Woody Allen
10563;Comedy Romance;gay dance architect artist tango;Three to Tango;98.0;5.4;62;Damon Santostefano
295964;Drama;london england cook restaurant diva career;Burnt;100.0;6.3;950;John Wells
5971;Comedy Crime Drama;prison prisoner independent film;We're No Angels;106.0;5.6;105;Neil Jordan
9716;Music Comedy Romance;paris venice adultery robbery lovesickness;Everyone Says I Love You;101.0;6.5;147;Woody Allen
11835;Action Crime Drama Thriller;loss of son repayment revenge murder gang;Death Sentence;105.0;6.5;297;James Wan
26171;Drama;family relationships doctor retired visit widower;Everybody's Fine;99.0;6.5;284;Kirk Jones
31117;Comedy Family;baby baseball scientific study computer genius;Superbabies: Baby Geniuses 2;88.0;1.9;35;Bob Clark
9074;Action Comedy Crime;mistake in person false identity arms dealer cop police officer;The Man;83.0;5.4;133;Les Mayfield
14396;Action Comedy Crime;;Code Name: The Cleaner;84.0;4.7;78;Les Mayfield
42618;Comedy Drama Music Romance;broken engagement charity celebrity tragic love dancehall girl;Sweet Charity;149.0;6.5;15;Bob Fosse
171274;Comedy Romance Crime Drama Mystery;based on novel 1970s private investigator smoking marijuana los angeles;Inherent Vice;148.0;6.5;833;Paul Thomas Anderson
24432;Family;;Doogal;85.0;3.2;18;Frank Passingham
109417;Music Drama;musical 3d;Battle of the Year;110.0;5.9;88;Benson Lee
13948;Comedy Fantasy;terrorist parody documentary filmmaker sattire;An American Carol;83.0;4.1;20;David Zucker
106747;Action Crime Thriller;mexico white house nuclear missile machete outer space;Machete Kills;107.0;5.3;631;Robert Rodriguez
10929;Horror;bad boss evil mother revenge humiliation obedience;Willard;100.0;5.8;82;Glen Morgan
14220;Comedy;tv show bigfoot;Strange Wilderness;87.0;4.7;69;Fred Wolf
46435;Comedy Drama Music;prostitute musical biography telephone call cigar smoking;Topsy-Turvy;160.0;6.7;41;Mike Leigh
256962;Comedy Drama War;japanese world war ii spirituality;Little Boy;106.0;7.0;185;Alejandro Monteverde
48231;Drama Thriller;based on novel psychoanalysis sigmund freud biography spanking;A Dangerous Method;99.0;6.2;571;David Cronenberg
3509;Animation Science_Fiction Thriller;california detective based on novel dream undercover;A Scanner Darkly;100.0;6.8;532;Richard Linklater
82684;Drama;wave surfing sport mentor prot\u00e9g\u00e9 relationship santa cruz california;Chasing Mavericks;117.0;7.0;216;Curtis Hanson
12142;Action Fantasy Horror Thriller;detective monster professor island museum;Alone in the Dark;96.0;3.1;173;Uwe Boll
23367;Comedy Drama Family Music;new jersey musical battle of the bands teenager rock band;Bandslam;111.0;5.4;126;Todd Graff
10740;Drama Mystery Thriller;loss of husband reincarnation friends little boy independent film;Birth;100.0;5.9;179;Jonathan Glazer
241239;Crime Drama Thriller;corruption capitalism winter american dream immigrant;A Most Violent Year;125.0;6.5;546;J.C. Chandor
14582;Drama Romance War History;nurse battle platoon veteran recruitment;Passchendaele;114.0;6.3;26;Paul Gross
14914;Drama;biography;Flash of Genius;119.0;6.3;59;Marc Abraham
3902;Drama Music;rock and roll music style success john f. kennedy advancement;I'm Not There.;135.0;6.6;195;Todd Haynes
77948;Action Thriller;kidnapping spying government;The Cold Light of Day;93.0;4.8;271;Mabrouk El Mechri
21755;Adventure Comedy Drama Romance;con man estafa;The Brothers Bloom;114.0;6.8;203;Rian Johnson
4960;Drama;new york man-woman relation writer;Synecdoche, New York;124.0;7.4;278;Charlie Kaufman
128;Adventure Fantasy Animation;fight wolf village and town iron pan;もののけ姫;134.0;8.2;1983;Hayao Miyazaki
14652;Comedy Drama Foreign;;Bon voyage;114.0;5.7;20;Jean-Paul Rappeneau
40932;Comedy Music;camp disco woman director village people;Can't Stop the Music;124.0;4.9;9;Nancy Walker
16608;Action Adventure Crime Drama Thriller;gallows australia psychopath outlaw misanthrope;The Proposition;104.0;7.1;218;John Hillcoat
334531;Drama;american football biography sport championship;My All American;118.0;6.8;36;Angelo Pizzo
32316;Comedy;;Marci X;84.0;3.3;12;Richard Benjamin
7299;Action Science_Fiction Thriller;resistance fascism totalitarian regime destroy phasing;Equilibrium;107.0;6.9;1552;Kurt Wimmer
13405;Drama War;based on true story duringcreditsstinger;黃石的孩子;125.0;6.5;52;Roger Spottiswoode
112937;Family;;The Oogieloves in the Big Balloon Adventure;88.0;2.2;8;Matthew Diamond
314385;Drama Romance;france hotel 1970s grief travel;By the Sea;122.0;5.4;156;Angelina Jolie
8953;Animation Fantasy Science_Fiction;england inventor ball boy industrial revolution;Steamboy;126.0;6.4;102;Katsuhiro \u014ctomo
29078;Drama;sport;The Game of Their Lives;101.0;5.8;14;David Anspaugh
46503;Drama Mystery Thriller Crime Romance;difficult childhood patriarch childhood trauma dysfunctional marriage;All Good Things;101.0;5.9;286;Andrew Jarecki
10448;Adventure;in love with enemy indigenous island;Rapa Nui;107.0;6.2;33;Kevin Reynolds
13688;Comedy Drama Family Fantasy Science_Fiction;little boy ufo extraterrestrial;長江七號;86.0;6.1;107;Stephen Chow
10353;Comedy Fantasy;mephisto french revolution time travel leap in time knight;Les Visiteurs 2 : Les Couloirs du temps;118.0;5.8;221;Jean-Marie Poir\u00e9
43935;Action Comedy Horror Mystery Science_Fiction;detective vampire supernatural zombie werewolf;Dylan Dog: Dead of Night;107.0;4.5;139;Kevin Munroe
11458;Drama Thriller;drug addiction press release from prison women's prison party;People I Know;100.0;5.5;48;Daniel Algrant
44638;Drama Fantasy;shakespeare sword island frog sorcery;The Tempest;110.0;6.0;31;Julie Taymor
241257;Horror Mystery Thriller;investigation memory loss;Regression;106.0;5.3;585;Alejandro Amen\u00e1bar
14538;Action History Drama;warrior woman number in title;三国之见龙卸甲;102.0;6.6;35;Daniel Lee
13250;Crime Drama Thriller;chicago infidelity man-woman relation revenge;Butterfly on a Wheel;95.0;6.3;130;Mike Barker
133931;Comedy Animation Adventure Family;falcon bird origin;Zambezia;83.0;5.3;68;Wayne Thornley
280871;Drama History;mathematician biography prodigy ramanujam math genius;ராமானுஜன்;170.0;5.0;3;Gnana Rajasekaran
239897;Animation;;Dwegons;98.0;0.5;1;Tom Walsh
184341;Drama;;Hands of Stone;105.0;6.1;109;Jonathan Jakubowicz
334074;Thriller;new year's eve fire showdown terrorist embassy;Survivor;96.0;5.4;404;James McTeigue
199373;Thriller Crime;gun escape serial killer man hunt hunting;The Frozen Ground;105.0;6.1;465;Scott Walker
14202;Drama Romance;china cholera foreign aid epidemic loveless marriage;The Painted Veil;125.0;7.1;312;John Curran
6968;Action Crime Drama History Thriller;terror raf 1970s;Der Baader Meinhof Komplex;150.0;7.1;157;Uli Edel
581;Adventure Drama Western;countryside based on novel suicide attempt culture clash loss of family;Dances with Wolves;181.0;7.6;1046;Kevin Costner
52449;Comedy;classroom teacher school workplace humor;Bad Teacher;92.0;5.4;1584;Jake Kasdan
12150;Drama Crime Mystery;new york alcohol sex detective newspaper;Sea of Love;113.0;6.7;141;Harold Becker
11247;Comedy;jealousy cinderella work step mother high school;A Cinderella Story;95.0;6.1;713;Mark Rosman
4232;Crime Horror Mystery;halloween gore serial killer slasher tabloid;Scream;111.0;7.0;1476;Wes Craven
9378;Horror Thriller;hunter nanny nudity collector house;Thir13en Ghosts;91.0;5.4;440;Steve Beck
694;Horror Thriller;hotel isolation hotelier colorado maze;The Shining;144.0;8.1;3757;Stanley Kubrick
105;Adventure Comedy Science_Fiction Family;clock tower car race terrorist delorean lightning;Back to the Future;116.0;8.0;6079;Robert Zemeckis
11377;Horror Mystery Thriller;lunatic asylum aftercreditsstinger;House on Haunted Hill;93.0;5.5;209;William Malone
26367;Drama Comedy;aunt duringcreditsstinger;I Can Do Bad All By Myself;113.0;6.0;40;Tyler Perry
385383;Action Drama;new jersey martial arts sister sport murder;Fight Valley;90.0;3.9;8;Rob Hawk
41210;Comedy Romance Drama;alcohol single parent baby restaurant aquarium;The Switch;101.0;5.9;583;Josh Gordon
12090;Comedy;venice france prison fire europe;Just Married;95.0;5.3;404;Shawn Levy
62630;Drama Action Thriller Crime War;palace impostor pervertion;The Devil's Double;109.0;6.5;208;Lee Tamahori
16110;Animation Drama Family Science_Fiction;;Thomas and the Magic Railroad;85.0;4.6;8;Britt Allcroft
29427;Mystery Horror Action;terror biological weapon cover-up splatter duringcreditsstinger;The Crazies;101.0;6.2;633;Breck Eisner
129;Fantasy Adventure Animation Family;witch parents kids relationship magic twilight darkness;千と千尋の神隠し;125.0;8.3;3840;Hayao Miyazaki
244114;Action Crime;robbery street war gun battle rogue cop;風暴;110.0;5.9;43;Alan Yuen
2669;Action Drama History;female nudity exotic island mutiny lake nudity;The Bounty;132.0;6.5;108;Roger Donaldson
203833;Drama;world war ii book nazi germany jewish;The Book Thief;131.0;7.4;1486;Brian Percival
13523;Comedy Adventure Romance;sex jealousy virgin nudity community;Sex Drive;109.0;6.0;342;Sean Anders
25195;Romance Comedy;taxi bar wales marriage proposal airplane;Leap Year;100.0;6.4;465;Anand Tucker
17277;Drama History;roman empire ancient rome;The Fall of the Roman Empire;188.0;6.0;33;Anthony Mann
50725;Comedy Drama Romance;becoming an adult lie night sister job;Take Me Home Tonight;97.0;6.2;208;Michael Dowse
82631;Drama;based on true story;Won't Back Down;121.0;5.8;40;Daniel Barnz
73191;Family Fantasy Music;ballet;The Nutcracker;93.0;5.6;5;Emile Ardolino
22479;Thriller Drama Music Crime;politician kansas city election jazz music;Kansas City;116.0;6.1;12;Robert Altman
340611;Drama;based on novel jewish life ohio 1950s;Indignation;110.0;6.8;69;James Schamus
10065;Horror Thriller Drama;holy water long island remake family dinner paranormal;The Amityville Horror;90.0;6.0;588;Andrew Douglas
2757;Comedy Crime Drama;alligator marriage crisis writer's block orchid;Adaptation.;114.0;7.3;638;Spike Jonze
11683;Horror;cage dystopia survivor zombie zombie apocalypse;Land of the Dead;93.0;6.0;381;George A. Romero
244339;Action;;逃出生天;107.0;5.8;11;Danny Pang
1878;Adventure Drama Comedy;gonzo journalist sweaty face fake identity wedding chapel grapefruit;Fear and Loathing in Las Vegas;118.0;7.2;1301;Terry Gilliam
23082;Comedy Romance Fantasy;;The Invention of Lying;100.0;6.0;518;Ricky Gervais
195589;Comedy;alcohol baby party family fraternity;Neighbors;96.0;6.2;2713;Nicholas Stoller
854;Romance Comedy Crime Fantasy;dual identity bank mockery green balloon;The Mask;101.0;6.6;2472;Chuck Russell
2280;Fantasy Drama Comedy Romance Family;baseball co-worker bronx pinball machine toy maker;Big;104.0;6.9;993;Penny Marshall
496;Comedy;male nudity usa california prostitute journalist;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;82.0;6.5;1579;Larry Charles
8835;Comedy;harvard law school black female judge smart blonde girl power;Legally Blonde;96.0;6.1;882;Robert Luketic
157;Science_Fiction Action Adventure Thriller;;Star Trek III: The Search for Spock;105.0;6.4;434;Leonard Nimoy
8643;Crime Drama Horror Thriller;epilepsy possession teenage girl spirit umbrella;The Exorcism of Emily Rose;122.0;6.3;659;Scott Derrickson
10402;Comedy;fish aquarium carnival house callboy;Deuce Bigalow: Male Gigolo;88.0;5.5;308;Mike Mitchell
218043;Thriller Action Science_Fiction;airplane the rapture remake pilot hero;Left Behind;110.0;3.7;392;Vic Armstrong
9043;Comedy Drama Romance;holiday christmas;The Family Stone;103.0;6.2;249;Thomas Bezucha
10147;Drama Comedy Crime;holiday elves christmas party department store safe;Bad Santa;91.0;6.5;656;Terry Zwigoff
816;Science_Fiction Comedy Crime;android undercover missile group therapy airplane;Austin Powers: International Man of Mystery;94.0;6.5;1013;Jay Roach
302688;Romance Comedy Family;comedy wedding;My Big Fat Greek Wedding 2;94.0;5.5;322;Kirk Jones
60307;Family Comedy;based on novel middle school;Diary of a Wimpy Kid: Rodrick Rules;99.0;6.3;238;David Bowers
106;Science_Fiction Action Adventure Thriller;central and south america predator alien stalking invisible;Predator;107.0;7.3;2093;John McTiernan
279;Drama History Music;italy composer opera talent musician;Amadeus;160.0;7.8;1076;Milo\u0161 Forman
8617;Crime Horror;aunt remake blood on shirt slasher death of family;Prom Night;88.0;4.8;167;Nelson McCormick
10625;Comedy;female friendship high school fish out of water best friend teenager;Mean Girls;97.0;6.9;2320;Mark Waters
10934;Comedy Drama Romance;depression toscana recreation author divorce;Under the Tuscan Sun;113.0;6.4;172;Audrey Wells
5279;Drama Mystery Thriller;servant money shooting party;Gosford Park;137.0;6.8;246;Robert Altman
10013;Comedy Drama Fantasy Romance;time travel high school reunion;Peggy Sue Got Married;103.0;5.9;136;Francis Ford Coppola
194662;Drama Comedy;times square superhero long take new york city play;Birdman;119.0;7.4;4535;Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
160588;Comedy Drama;san francisco sister sister relationship new york city rich narcissism;Blue Jasmine;98.0;7.0;1098;Woody Allen
9829;Drama History Crime Thriller Action;airplane hijacking terror cell emergency landing war on terror;United 93;111.0;6.9;367;Paul Greengrass
10028;Romance Music Family;new york dancing hip-hop dream dance;Honey;94.0;6.0;303;Bille Woodruff
10535;Action Comedy;atomic bomb spoof james bond spoof;Spy Hard;81.0;4.9;147;Rick Friedberg
43959;Action Drama;competition based on novel shark attack surfing biography;Soul Surfer;106.0;6.9;342;Sean McNamara
10364;War Comedy Drama;world war ii island bomber pianosa american;Catch-22;121.0;6.7;72;Mike Nichols
16991;Comedy Crime Drama;robbery unrequited love security guard mall;Observe and Report;86.0;5.6;225;Jody Hill
9610;Adventure Fantasy Action;swordplay sword magic warrior woman lone wolf;Conan the Destroyer;103.0;5.8;383;Richard Fleischer
1578;Drama;transporter jealousy violent husband paranoia boxer;Raging Bull;129.0;7.7;938;Martin Scorsese
25643;Drama Romance;hotel florist forest grief seminar;Love Happens;109.0;5.6;180;Brandon Camp
11904;Action Adventure Crime Drama Family;london england school friend religion and supernatural sherlock holmes murder;Young Sherlock Holmes;109.0;6.7;167;Barry Levinson
28665;Music Comedy Drama Romance;musical duringcreditsstinger;Fame;107.0;5.5;135;Kevin Tancharoen
44115;Adventure Drama Thriller;mountains despair adventure utah alone;127 Hours;94.0;7.0;2606;Danny Boyle
10569;Action Comedy Crime;bank restaurant role of women bank robber wife;Small Time Crooks;94.0;6.4;155;Woody Allen
10560;Drama Music;new york competition dancer dance ball;Center Stage;115.0;6.8;90;Nicholas Hytner
